"","source","Organization/Person Name","Organization/Person Name URL","Investor Type","Number of Investments","Number of Exits","Location","Description","Investment Stage","Number of Portfolio Organizations","Number of Partner Investments","Number of Lead Investments","Number of Diversity Investments","Number of Exits (IPO)","Accelerator Program Type","Accelerator Next Application Deadline","Accelerator Duration (in weeks)","Trend Score (90 Days)","Trend Score (30 Days)","Trend Score (7 Days)","CB Rank (Investor)","SEMrush - Monthly Visits","SEMrush - Average Visits (6 months)","SEMrush - Monthly Visits Growth","SEMrush - Visit Duration","SEMrush - Visit Duration Growth","SEMrush - Page Views / Visit","SEMrush - Page Views / Visit Growth","SEMrush - Bounce Rate","SEMrush - Bounce Rate Growth","Apptopia - Number of Apps","Apptopia - Downloads Last 30 Days","BuiltWith - Active Tech Count","G2 Stack - Total Products Active","IPqwery - Patents Granted","IPqwery - Trademarks Registered","IPqwery - Most Popular Patent Class","IPqwery - Most Popular Trademark Class","Aberdeen - IT Spend","Aberdeen - IT Spend Currency","Aberdeen - IT Spend Currency (in USD)"
"1433","INVESTORS/investors-2021-11-26 (2).csv","Baekeland Funds","https://www.crunchbase.com/organization/baekeland-funds","Venture Capital",13,3,"Gent, Gelderland, The Netherlands","Baekeland Funds is a seed capital fund formed to invest in companies developed at the University of Ghent.","Early Stage Venture, Late Stage Venture",10,NA,1,NA,3,NA,NA,NA,0,-0.3,-0.2,64685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"1434","INVESTORS/investors-2021-11-26 (2).csv","Wasserstein Adelson Ventures","https://www.crunchbase.com/organization/wasserstein-adelson-ventures","Venture Capital",13,4,"New York, New York, United States","Wasserstein Adelson Ventures is an investment fund based in New York, United States.",NA,10,NA,3,NA,4,NA,NA,NA,-0.7,-0.6,0.4,86182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
"1435","INVESTORS/investors-2021-11-26 (2).csv","A.G. Edwards Capital Partners","https://www.crunchbase.com/organization/a-g-edwards-capital-partners","Venture Capital",13,4,"St Louis, Missouri, United States","The firm invests in funds that target information technology, telecommunications services, healthcare, consumer staples, manufacturing.",NA,7,NA,NA,NA,4,NA,NA,NA,-0.6,-0.8,-0.2,106790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"1436","INVESTORS/investors-2021-11-26 (2).csv","German Ventures","https://www.crunchbase.com/organization/german-ventures","Venture Capital",13,4,"Munich, Bayern, Germany","German Ventures is a VC with a focus on providing financial, networking and operational support for early stage US and German tech startups","Early Stage Venture",13,NA,2,1,4,NA,NA,NA,-0.2,-0.2,-0.1,115098,721,NA,"43.34%",0,NA,1,"0%","100%","0%",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"1437","INVESTORS/investors-2021-11-26 (2).csv","HCA","https://www.crunchbase.com/organization/hca","Micro VC, Venture Capital",12,3,"Nashville, Tennessee, United States","Hospital Corporation of America (HCA) provides healthcare services in locally managed facilities in 20 states in the U.S. and England.","Seed",10,NA,1,NA,3,NA,NA,NA,-1,-0.1,-0.2,1397,843083,998172.83,"-12.37%",445,"15.58%",2.7,"11%","59.95%","-3.26%",NA,NA,NA,30,51,148,"Computing; Calculating","Medical services; veterinary services",NA,NA,NA
"1438","INVESTORS/investors-2021-11-26 (2).csv","Brighton Park Capital","https://www.crunchbase.com/organization/brighton-park-capital","Venture Capital",12,3,"Greenwich, Connecticut, United States","Brighton Park Capital is an investment firm that specializes in software, information services, and technology-enabled services.",NA,12,NA,12,5,3,NA,NA,NA,-0.1,2.5,-0.1,4606,2981,7732.67,"17.83%",0,NA,1,"0%","100%","0%",NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
"1439","INVESTORS/investors-2021-11-26 (2).csv","Consensus Business Group","https://www.crunchbase.com/organization/consensus-business-group","Venture Capital",12,3,"London, England, United Kingdom","Consensus Business Group is one of the UK's leading residential ground rent investors.",NA,12,NA,2,NA,3,NA,NA,NA,2.5,3.9,-0.1,7709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,26230,"USD",26230
"1440","INVESTORS/investors-2021-11-26 (2).csv","OCV","https://www.crunchbase.com/organization/ocv","Venture Capital",12,4,"Los Angeles, California, United States","Los Angeles based technology venture fund","Early Stage Venture, Late Stage Venture, Private Equity",10,NA,5,3,4,NA,NA,NA,1.8,4.6,-0.1,8420,1130,NA,"-13.4%",15,NA,4,"0%","0%","0%",NA,NA,26,NA,0,1,NA,"Insurance; financial affairs",NA,NA,NA
"1441","INVESTORS/investors-2021-11-26 (2).csv","CLSA","https://www.crunchbase.com/organization/clsa","Venture Capital",12,4,"Hong Kong, Hong Kong Island, Hong Kong","CLSA is an investment bank that provides security brokerage and investment banking services.","Late Stage Venture",11,NA,4,2,4,NA,NA,NA,-1.3,0,-0.1,8555,45138,39843.83,"-30.03%",159,"-36.14%",1.79,"-32.08%","64.18%","46.46%",2,NA,48,NA,NA,NA,NA,NA,NA,NA,NA
"1442","INVESTORS/investors-2021-11-26 (2).csv","TT Capital Partners","https://www.crunchbase.com/organization/tt-capital-partners","Private Equity Firm, Venture Capital",12,3,"Minneapolis, Minnesota, United States","TT Capital Partners is an independent merchant bank that focuses on mergers and acquisitions and financial restructuring.",NA,12,NA,10,2,3,NA,NA,NA,2.3,4.2,-0.1,8980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
"1443","INVESTORS/investors-2021-11-26 (2).csv","Rock Creek Capital","https://www.crunchbase.com/organization/rock-creek-capital-4138","Private Equity Firm, Venture Capital",12,3,"Jacksonville, Florida, United States","Rock Creek Capital provides investments of $1 to $25 million in the venture, growth capital, buyout, or recapitalization transactions.","Early Stage Venture, Private Equity",8,NA,6,2,3,NA,NA,NA,5.8,5.7,0.5,9294,1493,NA,NA,39,NA,1.21,NA,"89.28%",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"1444","INVESTORS/investors-2021-11-26 (2).csv","Tomales Bay Capital","https://www.crunchbase.com/organization/tomales-bay-capital","Venture Capital",12,3,"San Francisco, California, United States","Tomales Bay Capital is a venture capital and private equity firm that partner with founders to build compounding franchises.","Early Stage Venture, Late Stage Venture",10,NA,3,1,3,NA,NA,NA,-1.5,1.7,1,9917,629,NA,NA,0,NA,1,NA,"100%",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"1445","INVESTORS/investors-2021-11-26 (2).csv","Amplitude Venture Capital","https://www.crunchbase.com/organization/amplitude-venture-capital","Venture Capital",12,3,"Montréal, Quebec, Canada","Amplitude Venture Capital is an investment firm.","Early Stage Venture",11,NA,2,NA,3,NA,NA,NA,-0.4,3.6,-0.1,10138,519,NA,NA,0,NA,1,NA,"100%",NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA
"1446","INVESTORS/investors-2021-11-26 (2).csv","Binder & Partners Ventures","https://www.crunchbase.com/organization/binder-partners-ventures","Venture Capital",12,3,"Paris, Ile-de-France, France","Investment capital arm of Binder & Partners multi-family office","Convertible Note, Early Stage Venture, Secondary Market, Seed",12,NA,NA,1,3,NA,NA,NA,5.1,6.7,3,10261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447","INVESTORS/investors-2021-11-26 (2).csv","CPMG","https://www.crunchbase.com/organization/cpmg","Venture Capital",12,3,"Dallas, Texas, United States","CPMG is an American investment management company that is focused on the public equity markets of the U.S.","Early Stage Venture, Late Stage Venture, Private Equity",6,NA,6,NA,3,NA,NA,NA,2.3,-1.4,-0.3,10621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,98935,"USD",98935
"1448","INVESTORS/investors-2021-11-26 (2).csv","Cambium Grove Capital","https://www.crunchbase.com/organization/cambium-grove-capital","Venture Capital, Venture Debt",12,3,"Central, Hong Kong Island, Hong Kong","CGC is an Asia-based asset management platform that invests in venture and growth equity opportunities.","Early Stage Venture, Private Equity, Seed",11,NA,NA,NA,3,NA,NA,NA,1.4,-0.3,-0.1,11243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
"1449","INVESTORS/investors-2021-11-26 (2).csv","K11 Investment","https://www.crunchbase.com/organization/k11-investment","Venture Capital",12,4,"Hong Kong, Hong Kong Island, Hong Kong","The investment arm of cultural entrepreneur and business innovator Adrian Cheng’s K11 brand","Early Stage Venture",12,NA,5,1,4,NA,NA,NA,0.1,0,0.1,11342,57360,74126.33,"-16.14%",307,"38.29%",2.29,"8.87%","49.25%","-9.45%",NA,NA,84,NA,15,44,NA,"Insurance; financial affairs",NA,NA,NA
"1450","INVESTORS/investors-2021-11-26 (2).csv","Expanding Capital","https://www.crunchbase.com/organization/expanding-capital","Venture Capital",12,3,"San Francisco, California, United States","XCap is a firm focused on fast-growing US companies where can assist them in unlocking their full potential and developing new markets.","Late Stage Venture",12,NA,NA,2,3,NA,NA,NA,0.9,-0.5,-0.1,12426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,1,NA,"Insurance; financial affairs",NA,NA,NA
"1451","INVESTORS/investors-2021-11-26 (2).csv","Promentum Equity Partners","https://www.crunchbase.com/organization/promentum-equity-partners","Venture Capital",12,3,"Copenhagen, Hovedstaden, Denmark","A Danish VC firm with excellence in the technology space that works side by side with founders to grow the business","Early Stage Venture, Late Stage Venture, Venture",10,NA,8,NA,3,NA,NA,NA,4.5,3.5,-0.1,12747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"1452","INVESTORS/investors-2021-11-26 (2).csv","ORI Capital","https://www.crunchbase.com/organization/ori-capital","Venture Capital",12,3,"Wan Chai, Hong Kong Island, Hong Kong","ORI Fund is a VC fund that focuses on investing in innovative companies with disruptive technologies in the healthcare industry globally.","Early Stage Venture, Late Stage Venture",9,NA,9,3,3,NA,NA,NA,1.8,-0.7,-0.2,13273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"1453","INVESTORS/investors-2021-11-26 (2).csv","SunBridge","https://www.crunchbase.com/organization/sunbridge","Accelerator, Angel Group, Venture Capital",12,3,"Shibuya, Kanagawa, Japan","SunBridge is a professional service company specializing in digital transformation around Salesforce.","Early Stage Venture, Seed",8,NA,2,NA,3,NA,NA,NA,1.5,2.7,1,13430,18177,17571,"-2.81%",0,"-28.57%",1,"-24.08%","100%","46.46%",NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA
"1454","INVESTORS/investors-2021-11-26 (2).csv","IBM Ventures","https://www.crunchbase.com/organization/ibm-ventures","Corporate Venture Capital, Venture Capital",12,4,"San Francisco, California, United States","IBM Ventures identifies strategic engagement opportunities with technology companies.",NA,12,NA,1,2,4,NA,NA,NA,0.4,-0.2,0,14729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"1455","INVESTORS/investors-2021-11-26 (2).csv","Lazerow Ventures","https://www.crunchbase.com/organization/lazerow-ventures","Venture Capital",12,4,"New York, New York, United States","Lazerow Ventures, the home for little family investment fund.","Early Stage Venture, Seed",8,NA,NA,3,4,NA,NA,NA,-0.2,-0.1,0,15519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"1456","INVESTORS/investors-2021-11-26 (2).csv","ORIX Growth Capital","https://www.crunchbase.com/organization/orix-growth-capital","Venture Capital",12,3,"Dallas, Texas, United States","ORIX Growth Capital is a venture capital arm of ORIX","Early Stage Venture",9,NA,6,4,3,NA,NA,NA,0.8,-0.7,-0.2,17299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1457","INVESTORS/investors-2021-11-26 (2).csv","31Ventures","https://www.crunchbase.com/organization/31ventures","Venture Capital",12,3,"Tokyo, Tokyo, Japan","31VENTURES provides necessary financial and managerial support.",NA,9,NA,1,NA,3,NA,NA,NA,2.9,-0.5,-0.2,18481,310,NA,"-89.29%",0,NA,1,"-67.05%","100%","34.1%",NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA
"1458","INVESTORS/investors-2021-11-26 (2).csv","TEL Venture Capital","https://www.crunchbase.com/organization/tel-venture-capital","Venture Capital",12,3,"Fremont, California, United States","TEL Venture Capital firmly believe that their future is built on a foundation of trust. It is essential that they make efficient use of","Early Stage Venture, Late Stage Venture",9,NA,1,NA,3,NA,NA,NA,-0.8,-0.1,0.6,21405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,6,0,"Basic Electric Elements",NA,NA,NA,NA
"1459","INVESTORS/investors-2021-11-26 (2).csv","Allegro Venture Partners","https://www.crunchbase.com/organization/allegro-venture-partners","Venture Capital",12,3,"Los Altos, California, United States","Allegro brings 20 years of experience investing in seed and early-stage technology to bear.","Early Stage Venture, Late Stage Venture, Seed",10,NA,3,4,3,NA,NA,NA,2.8,2.7,0,23529,623,NA,NA,0,NA,1,NA,"100%",NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
"1460","INVESTORS/investors-2021-11-26 (2).csv","GF Venture Capital","https://www.crunchbase.com/organization/gf-venture-capital","Venture Capital",12,3,"Guangzhou, Guangdong, China","GF Venture Capital is a VC firm with activities that include equity investment, industrial investment, and securities investment.","Early Stage Venture",12,NA,2,NA,3,NA,NA,NA,3.9,5.4,-0.1,24814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"1461","INVESTORS/investors-2021-11-26 (2).csv","Merifin Capital","https://www.crunchbase.com/organization/merifin-capital","Private Equity Firm, Venture Capital",12,3,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","Merifin Capital is a European private investment company focused on traditional and alternative asset classes.","Early Stage Venture, Late Stage Venture",9,NA,NA,NA,3,NA,NA,NA,2.1,2.1,-0.1,25148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA
"1462","INVESTORS/investors-2021-11-26 (2).csv","Croft & Bender","https://www.crunchbase.com/organization/croft-bender","Venture Capital",12,3,"Atlanta, Georgia, United States","Croft & Bender is a provider of mergers and acquisitions, capital raising, and financial advisory services.","Early Stage Venture, Late Stage Venture, Private Equity",6,NA,2,1,3,NA,NA,NA,0.5,-0.2,0.1,27449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,409867,"USD",409867
"1463","INVESTORS/investors-2021-11-26 (2).csv","Tako Ventures","https://www.crunchbase.com/organization/tako-ventures","Venture Capital",12,3,"San Francisco, California, United States","Tako Ventures is a venture capital firm investing in biotech companies",NA,7,NA,5,1,3,NA,NA,NA,-0.1,-0.1,0.3,28139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1464","INVESTORS/investors-2021-11-26 (2).csv","Cito Ventures","https://www.crunchbase.com/organization/cito-ventures","Venture Capital",12,3,"Miami, Florida, United States","Cito Ventures is a privately-held investment company providing expertise and venture capital to exceptional early-stage companies.","Early Stage Venture",10,NA,NA,4,3,NA,NA,NA,-0.3,-0.2,-0.1,30193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"1465","INVESTORS/investors-2021-11-26 (2).csv","Brookline Venture Partners","https://www.crunchbase.com/organization/brookline-venture-partners","Venture Capital",12,4,"Cambridge, Massachusetts, United States","Brookline Venture Partners was founded in 2004 to invest in early-stage companies. Its founders are entrepreneurs with operational,","Early Stage Venture, Late Stage Venture",5,NA,4,NA,4,NA,NA,NA,3.4,2.7,-0.3,30644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
"1466","INVESTORS/investors-2021-11-26 (2).csv","GreenSoil Building Innovation Fund","https://www.crunchbase.com/organization/greensoil-building-innovation-fund","Venture Capital",12,3,"Toronto, Ontario, Canada","VC/Growth equity fund investing in technology companies that make real estate and infrastructure more productive, efficient and sustainable","Early Stage Venture, Late Stage Venture, Seed",10,NA,4,NA,3,NA,NA,NA,-0.3,-0.2,-0.1,32188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
"1467","INVESTORS/investors-2021-11-26 (2).csv","Ackerley Partners","https://www.crunchbase.com/organization/ackerley-partners","Venture Capital",12,4,"Seattle, Washington, United States","Ackerley Partners is a privately held investment company founded in June, 2002 with a focus on media and entertainment investment","Early Stage Venture, Private Equity, Seed",8,NA,3,1,4,NA,NA,NA,1,0.1,0,32233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,2,NA,"Insurance; financial affairs",NA,NA,NA
"1468","INVESTORS/investors-2021-11-26 (2).csv","GSD Capital","https://www.crunchbase.com/organization/rock-hammer-ventures","Venture Capital, Venture Debt",12,4,"Las Vegas, Nevada, United States","Funding early-stage Mountain West SaaS companies","Debt, Early Stage Venture, Seed",11,NA,NA,NA,4,NA,NA,NA,-0.4,-0.3,-0.1,32623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"1469","INVESTORS/investors-2021-11-26 (2).csv","GIV Venture Partners","https://www.crunchbase.com/organization/giv-venture-partners","Venture Capital",12,3,"Radnor, Pennsylvania, United States","GIV, they're a team of individuals with completely diverse backgrounds. They have partners who have helped build the very infrastructure","Early Stage Venture, Late Stage Venture",8,NA,3,NA,3,NA,NA,NA,-0.2,0,0.1,34198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"1470","INVESTORS/investors-2021-11-26 (2).csv","Alibaba Innovation Investment","https://www.crunchbase.com/organization/alibaba-innovation-investment","Entrepreneurship Program, Incubator",12,4,"Beijing, Beijing, China","Alibaba Innovation Investment is an entrepreneurship incubation platform.","Early Stage Venture",10,NA,6,NA,4,NA,NA,NA,-0.1,-0.7,-0.2,34708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471","INVESTORS/investors-2021-11-26 (2).csv","Charmides Capital","https://www.crunchbase.com/organization/charmides-capital","Micro VC, Venture Capital",12,3,"Carmel, Indiana, United States","Charmides Capital focuses on early stage ventures to provide strategy, operational process, aligned management, and capital to drive growth.","Early Stage Venture, Seed",11,NA,NA,3,3,NA,NA,NA,-0.2,-0.1,-0.1,36049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"1472","INVESTORS/investors-2021-11-26 (2).csv","PunktB","https://www.crunchbase.com/organization/punktb","Family Investment Office, Venture Capital",12,3,"Stockholm, Stockholms Lan, Sweden","PunktB is an investment firm based in Stockholm, Sweden doing primarily early stage investments.","Early Stage Venture, Seed",11,NA,8,NA,3,NA,NA,NA,-0.1,-0.1,0,37933,89,NA,NA,16,NA,2,NA,"0%",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"1473","INVESTORS/investors-2021-11-26 (2).csv","Abundance Partners","https://www.crunchbase.com/organization/abundance-partners","Venture Capital",12,4,"New York, New York, United States","Abundance Partners is an alternative investment firm founded in 2003. The Firms venture focus is in Seed / Series A rounds","Debt, Early Stage Venture, Seed",11,NA,1,4,4,NA,NA,NA,0.2,-0.3,-0.2,38915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"1474","INVESTORS/investors-2021-11-26 (2).csv","First Step Fund","https://www.crunchbase.com/organization/first-step-fund","Venture Capital",12,3,"Detroit, Michigan, United States","First Step Fund is a seed- and early-stage fund that aims to invest in high-growth emerging companies.","Early Stage Venture, Seed",10,NA,NA,1,3,NA,NA,NA,-0.2,-0.2,0,39967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475","INVESTORS/investors-2021-11-26 (2).csv","Excelestar Ventures","https://www.crunchbase.com/organization/excelestar-ventures","Venture Capital",12,4,"Andover, Massachusetts, United States","At Excelestar Ventures, we strive to add value to businesses seeking to expand their presence in industry","Late Stage Venture",12,NA,4,4,4,NA,NA,NA,-0.5,-0.5,-0.1,42175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,20970,"USD",20970
"1476","INVESTORS/investors-2021-11-26 (2).csv","Pilot Mountain Ventures","https://www.crunchbase.com/organization/pilot-mountain-ventures","Venture Capital",12,3,"New York, New York, United States","Pilot Mountain Ventures is a seed stage venture capital firm based in New York City.","Early Stage Venture, Seed",9,NA,NA,2,3,NA,NA,NA,-0.3,-0.1,1.2,42984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"1477","INVESTORS/investors-2021-11-26 (2).csv","Quantum Technology Partners","https://www.crunchbase.com/organization/quantum-technology-partners","Venture Capital",12,4,"San Jose, California, United States","Quantum Technology Partners is a California-based venture capital firm that funds early-stage technology and life sciences companies.","Early Stage Venture, Late Stage Venture, Seed",7,NA,3,NA,4,NA,NA,NA,-0.2,0,-0.1,43246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"1478","INVESTORS/investors-2021-11-26 (2).csv","Pacifica Fund","https://www.crunchbase.com/organization/pacifica-fund","Venture Capital",12,3,"Palo Alto, California, United States","Pacifica Fund is a Silicon Valley venture fund specializing in early investments in select, emerging information technology and materials","Early Stage Venture, Late Stage Venture",8,NA,NA,NA,3,NA,NA,NA,-0.3,-0.3,-0.1,44320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,1,NA,"Insurance; financial affairs",NA,NA,NA
